Monitoring-Site	Remote-Site	?	Aug2013	Jul2013	Jun2013	May2013	Apr2013	Mar2013	Feb2013	Jan2013	Dec2012	Nov2012	Oct2012	Sep2012	Aug2012	Jul2012	Jun2012	May2012	Apr2012	Mar2012	Feb2012	Jan2012	Dec2011	Nov2011	Oct2011	Sep2011	Monitoring-Node	Mon-TLD	Mon-Region	Remote-Node	Rem-TLD	Rem-Region
PK.QUEST.SEECS.EDU	AU.AARNET.ADELAIDE.N1	?B	473.397	466.275	477.667	467.723	469.74	477.164	502.185	497.071	505.699	494.985	501.356	0	0	475.555	496.595	519.256	536.642	514.06	532.653	524.437	515.455	519.101	484.357	483.739	quest.seecs.edu.pk	PK	South_Asia	adl-a-ext1.aarnet.net.au	AU	Oceania
PK.PERNKHIPOP.EDU.N2	AM.SCI.N1	?B	0	207.471	255.806	380.055	508.842	254.116	201.277	213.21	201.22	199.203	206.355	208.099	200.341	199.26	199.537	200.701	213.336	219.301	232.727	270.774	333.219	354.905	231.956	225.539	pingerkhi.pern.edu.pk	PK	South_Asia	www.sci.am	AM	Central_Asia
PK.PINGERQTA.PERN.EDU.N2	PK.PINGERISL-FJWU.PERN.EDU	?M	39.903	39.564	40.479	42.734	39.456	39.672	39.345	40.406	39.548	40.533	41.43	54.496	0	0	0	0	0	0	39.607	44.981	42.541	43.738	47.191	42.14	pingerqta.pern.edu.pk	PK	South_Asia	pingerisl-fjwu.pern.edu.pk	PK	South_Asia
PK.PINGERLHR-PU.PERN.EDU	UY.FISICA.EDU.N1	?B	399.257	401.033	423.203	409.005	436.671	463.865	442.614	429.029	414.149	415.887	430.637	431.803	426	421.627	435.415	430.29	451.001	443.596	453.922	439.536	429.584	431.927	430.031	0	pingerlhr-pu.pern.edu.pk	PK	South_Asia	www.fisica.edu.uy	UY	Latin_America
JP.RIKEN.N3	ZA.TENET.AC.N1	?M	517.38	503.1	498.826	492.744	495.687	489.511	489.615	497.541	490.133	490.341	640.52	531.302	550.625	567.025	524.219	526.216	532.348	564.767	529.3	555.086	549.995	558.776	572.564	574.033	ping.riken.jp	JP	East_Asia	brunsvigia.tenet.ac.za	ZA	Africa
PK.SEECS.EDU.N2	AL.ALBANIAONLINE.NET.N1	?B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	monitor.seecs.edu.pk	PK	South_Asia	aol1.albaniaonline.net	NET	Balkans
PK.PINGER.IBA-SUK.EDU	PK.AIRUNIVERSITY.EDU.N2	?M	0	39.341	40.775	40.02	38.954	38.791	38.275	38.546	48.811	68.943	62.689	59.679	62.093	61.045	71.266	76.245	89.577	79.466	87.389	0	88.137	79.064	68.733	69.275	pinger.iba-suk.edu.pk	PK	South_Asia	airuniversity.seecs.edu.pk	PK	South_Asia
PK.NCA.EDU.N2	GA.TRESOR.N1	?B	313.688	316.1	333.656	310.859	399.561	416.415	363.961	403.292	466.718	449.313	446.072	430.634	367.205	371.271	360.769	390.954	394.074	379.209	377.909	365.116	557.165	837.933	0	485.488	pinger.nca.edu.pk	PK	South_Asia	www.tresor.ga	GA	Africa
PK.UET.EDU.N2	CM.CAMNET.N1	?B	0	0	305.33	323.295	368.602	304.459	287.008	297.254	322.715	458.026	281.517	285.998	0	280.575	318.407	289.209	340.112	368.684	413.595	367.865	284.46	290.98	272.921	300.392	pinger.uet.edu.pk	PK	South_Asia	www.camnet.cm	CM	Africa
PK.UETTAXILA.EDU.N1	MR.AFE.N1	?B	298.64	378.783	350.551	335.412	0	302.006	414.702	403.442	388.455	429.777	321.478	306.099	377.462	357.381	360.586	461.153	583.637	606.772	412.512	442.899	450.717	471.691	414.861	352.829	pinger.uettaxila.edu.pk	PK	South_Asia	www.afe.mr	MR	Africa
PK.PERNSINDHUPOP.EDU.N2	PK.PINGERKHI-UOK.PERN.EDU	?M	2.946	3.047	5.857	3.307	3.33	3.757	3	2.953	3.008	3.362	3.95	4.662	3.813	30.017	4.684	3.831	3.782	3.797	3.961	3.801	3.748	48.706	46.922	3.738	pingerjms.pern.edu.pk	PK	South_Asia	pingerkhi-uok.pern.edu.pk	PK	South_Asia
JP.RIKEN.N3	UA.KHARKOV.N1	?B	330.121	330.278	329.961	323.67	332.282	322.602	326.449	327.842	330.055	327.363	327.536	330.1	326.473	325.737	329.403	324.137	323.14	320.779	309.62	313.621	321.74	317.28	315.677	312.705	ping.riken.jp	JP	East_Asia	mail.kipt.kharkov.ua	UA	Europe
PK.NCA.EDU.N2	AU.AARNET.HOBART.N2	?B	391.531	431.708	464.668	321.88	322.382	402.559	393.084	373.886	355.628	363.946	369.609	500.975	485.685	476.502	480.695	383.775	407.101	479.022	481.56	477.592	477.648	485.467	480.596	473.431	pinger.nca.edu.pk	PK	South_Asia	hba-a-pm1.aarnet.net.au	AU	Oceania
PK.NU.EDU.N2	KE.SWIFTKENYA.COM.N1	?B	318.034	319.835	330.214	310.809	357.623	382.433	328.806	324.037	331.73	335.575	351.644	341.825	320.113	330.011	335.989	316.892	327.968	343.484	344.796	358.768	405.072	334.746	331.763	352.241	pinger.lhr.nu.edu.pk	PK	South_Asia	ns1.swiftkenya.com	COM	Africa
PK.PERNFSBDPOP.EDU.N1	AU.AARNET.ADELAIDE.N1	?B	502.534	498.284	494.922	469.733	0	0	0	487.569	498.873	485.892	487.591	484.362	480.221	485.628	486.769	499.977	491.954	483.991	486.861	482.313	487.52	487.405	480.955	486.29	pingerfsbd.pern.edu.pk	PK	South_Asia	adl-a-ext1.aarnet.net.au	AU	Oceania
PK.QUEST.SEECS.EDU	EE.UT.N1	?B	160.472	168.537	166.379	177.192	216.943	243.465	205.509	186.66	193.55	226.374	206.959	0	0	183.077	195.391	208.365	235.787	214.796	215.417	216.32	203.818	198.694	210.71	234.763	quest.seecs.edu.pk	PK	South_Asia	kadri.ut.ee	EE	East_Europe
PK.PERNLHRPOP.EDU.N1	PK.PINGERKHI-CPSP.PERN.EDU	?M	21.83	21.372	43.022	21.615	22.598	21.712	21.23	22.247	21.775	21.604	22.142	27.99	22.468	21.09	21.536	21.531	21.467	21.818	21.934	22.44	22.334	21.662	22.487	21.711	pingerlhr.pern.edu.pk	PK	South_Asia	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia
PK.NWFPUET.EDU.N1	SK.SANET.N1	?B	200.592	205.587	198.34	200.367	234.171	231.609	190.744	203.689	197.645	183.912	186.084	185.258	177.102	186.386	184.695	184.836	183.52	194.689	189.202	180.73	182.404	176.359	178.609	199.178	pinger.nwfpuet.edu.pk	PK	South_Asia	ba.sanet.sk	SK	Europe
PK.SEECS.EDU.N7	EC.IMPSAT.NET.N1	?B	0	0	401.084	393.122	410.244	404.699	397.649	410.813	426.828	396.156	393.212	391.116	400.119	410.021	376.291	371.93	391.004	387.172	379.259	378.682	391.306	0	0	0	maggie2.seecs.edu.pk	PK	South_Asia	gye.impsat.net.ec	EC	Latin_America
PK.AUP.SEECS.EDU	AU.AARNET.ADELAIDE.N1	?B	497.816	489.67	498.378	492.221	491.135	494.878	487.918	499.494	516.821	487.084	493.102	492.636	489.841	507.002	484.105	494.374	519.377	389.719	481.353	485.888	490.346	494.785	486.668	485.145	aup.seecs.edu.pk	PK	South_Asia	adl-a-ext1.aarnet.net.au	AU	Oceania
IT.ICTP.N1	DZ.UNIV-SBA	?B	100.942	98.718	101.971	109.045	122.263	116.459	126.292	123.007	112.386	114.963	110.12	103.256	96.273	108.169	99.242	95.997	92.841	94.67	108.078	89.907	85.515	110.064	115.154	132.265	pinger.ictp.it	IT	Europe	www.univ-sba.dz	DZ	Africa
PK.NU.EDU.N2	TH.KMUTT.AC.N2	?B	247.023	247.995	329.232	268.275	181.989	274.069	270.704	368.694	344.319	311.326	281.116	288.249	293.087	443.565	432.844	404.642	394.346	429.878	414.825	413.326	426.898	414.876	438.994	444.044	pinger.lhr.nu.edu.pk	PK	South_Asia	ongkot.kmutt.ac.th	TH	S.E._Asia
EDU.SLAC.STANFORD.N3	EDU.WISC.N2	?r	60.333	53.935	53.844	54.136	53.55	55.358	56.745	56.929	55.667	55.149	59.129	58.897	57.809	57.584	58.092	58.449	58.333	58.916	57.906	64.11	60.43	62.445	60.452	59.785	pinger.slac.stanford.edu	EDU	North_America	ping.cs.wisc.edu	EDU	North_America
EDU.SLAC.STANFORD.N3	ET.AMHARAINFO.GOV.N1	?r	590.582	459.242	440.559	409.343	493.904	360.707	361.459	390.319	369.988	359.355	551.131	411.747	355.569	385.958	370.619	411.335	430.226	415.586	356.088	327.045	398.23	406.008	537.875	365.783	pinger.slac.stanford.edu	EDU	North_America	www.amharainfo.gov.et	ET	Africa
PK.PERNSINDHUPOP.EDU.N2	SI.UNI-MB.N1	?B	154.767	150.274	157.727	174.028	209.527	213.943	156.378	157.703	152.825	150.831	151.294	154.926	152.784	147.742	150.487	152.949	151.678	159.542	159.31	150.782	151.039	152.372	150.063	167.767	pingerjms.pern.edu.pk	PK	South_Asia	www.uni-mb.si	SI	Balkans
PK.PERNKHIPOP.EDU.N2	PK.UOB.EDU.N3	?M	16.16	19.708	21.991	22.922	20.21	17.434	17.236	17.803	17.1	16.94	18.49	18.013	19.747	41.943	15.753	16.497	17.089	0	16.967	17.064	14.752	21.727	20.945	19.325	pingerkhi.pern.edu.pk	PK	South_Asia	pinger.uob.edu.pk	PK	South_Asia
PK.BUITMS.SEECS.EDU	PK.SEECS.EDU.N7	?M	0	0	175.648	178.321	191.866	176.151	163.388	160.952	167.127	158.201	159.78	142.909	158.521	165.683	156.546	162.857	162.041	182.692	67.579	49.139	46.395	0	0	0	buitms.seecs.edu.pk	PK	South_Asia	maggie2.seecs.edu.pk	PK	South_Asia
PK.PINGERLHR-GCU.PERN.EDU	PK.NUML.EDU	?M	0	8.274	10.805	9.56	7.259	7.513	13.476	19.933	46.215	47.069	49.632	48.414	49.049	46.435	46.251	36.566	32.583	32.651	34.595	33.42	32.639	32.467	34.054	0	pingerlhr-gcu.pern.edu.pk	PK	South_Asia	pinger.numl.edu.pk	PK	South_Asia
PK.PINGERKHI-UOK.PERN.EDU	AU.AARNET.CANBERRA.NET	?B	348.369	385.496	346.626	285.692	281.468	352.274	355.402	335.888	333.143	337.511	339.579	450.918	445.852	422.518	436.629	371.727	420.814	444.428	427.357	439.931	438.843	442.178	432.596	434.276	pingerkhi-uok.pern.edu.pk	PK	South_Asia	cbr-a-ext1.aarnet.net.au	AU	Oceania
EDU.SLAC.STANFORD.N3	KZ.KAZRENA.N1	?B	272.048	264.792	254.109	252.361	260.4	249.276	250.362	264.331	266.49	267.058	276.406	267.889	259.921	267.678	260.199	266.628	258.273	253.144	252.046	260.594	274.8	290.752	282.937	283.306	pinger.slac.stanford.edu	EDU	North_America	www.kazrena.kz	KZ	Central_Asia
PK.PERNSINDHUPOP.EDU.N2	GA.TRESOR.N1	?B	304.532	295.927	296.784	290.034	379.75	388.324	339.253	396.548	453.001	420.493	429.234	411.972	356.163	368.491	329.71	361.991	346.579	356.085	356.115	472.496	476.96	768.823	405.429	455.9	pingerjms.pern.edu.pk	PK	South_Asia	www.tresor.ga	GA	Africa
PK.NCA.EDU.N2	KH.CAMNET.COM.N1	?B	0	0	0	0	189.166	301.082	324.801	317.566	331.154	347.328	335.08	337.239	365.657	317.171	337.03	260.562	234.705	222.761	342.331	456.129	329.504	392.851	341.121	448.128	pinger.nca.edu.pk	PK	South_Asia	www.camnet.com.kh	KH	S.E._Asia
PK.VU.EDU	BJ.GOUV.N1	?B	314.455	313.936	319.97	301.234	284.855	328.188	293.746	316.806	310.575	309.143	308.693	294.31	291.649	293.142	291.205	280	260.749	274.664	280.84	281.607	270.795	264.324	256.328	287.117	pinger.vu.edu.pk	PK	South_Asia	waib.gouv.bj	BJ	Africa
PK.NUISB.SEECS.EDU	AU.AARNET.CANBERRA.NET	?B	269.471	269.462	291.431	246.331	265.34	471.813	485.397	487.109	451.707	498.854	494.237	468.541	463.709	472.173	456.437	479.08	479.695	451.036	471.793	450.214	462.738	459.52	454.391	458.721	nuisb.seecs.edu.pk	PK	South_Asia	cbr-a-ext1.aarnet.net.au	AU	Oceania
PK.PINGERLHR-PU.PERN.EDU	UA.KHARKOV.N1	?B	197.718	201.578	222.928	205.036	270.381	249.9	208.365	212.634	228.933	196.608	198.731	201.661	190.471	206.57	232.04	332.411	328.762	328.709	320.762	331.719	344.616	398.212	354.369	0	pingerlhr-pu.pern.edu.pk	PK	South_Asia	mail.kipt.kharkov.ua	UA	Europe
PK.BUITMS.SEECS.EDU	AU.AARNET.CANBERRA.NET	?B	0	0	471.924	462.935	463.773	461.248	456.043	471.053	489.306	457.941	469.012	463.639	452.298	474.231	451.978	462.729	494.563	450.026	444.3	437.222	458.516	458.535	461.936	456.7	buitms.seecs.edu.pk	PK	South_Asia	cbr-a-ext1.aarnet.net.au	AU	Oceania
JP.RIKEN.N3	IT.UNIUD.N1	?r	306.365	307.922	302.552	292.217	290.309	287.996	288.875	288.737	287.562	286.813	286.272	286.771	284.945	284.451	285.421	285.242	302.529	307.714	297.6	296.928	297.267	298.079	306.593	295.363	ping.riken.jp	JP	East_Asia	svr1dx.fisica.uniud.it	IT	Europe
PK.UOB.EDU.N3	PK.AUP.SEECS.EDU	?M	43.152	37.753	26.867	26.734	30.265	43.872	44.825	46.323	45.668	44.083	46.264	45.345	42.77	45.549	48.779	44.111	46.287	0	43.206	43.42	0	0	47.857	0	pinger.uob.edu.pk	PK	South_Asia	aup.seecs.edu.pk	PK	South_Asia
PK.PINGERQTA.PERN.EDU.N2	CN.IHEP.AC.N2	?B	457.586	460.985	459.316	468.891	487.898	492.783	471.398	483.903	481.827	474.173	483.874	465.403	0	467.021	475.581	465.799	471.881	0	475.595	454.252	459.262	487.507	460.149	458.367	pingerqta.pern.edu.pk	PK	South_Asia	ihep.ac.cn	CN	East_Asia
PK.NUML.EDU	NZ.WAIKATO.AC.N3	?B	0	0	0	344.112	416.443	454.26	451.51	403.786	333.745	364.716	351.066	332.294	332.973	441.939	421.43	332.213	365.708	383.743	354.149	342.127	402.853	411.85	424.516	446.292	pinger.numl.edu.pk	PK	South_Asia	amp-kiwi.cs.waikato.ac.nz	NZ	Oceania
PK.AIRUNIVERSITY.EDU.N2	PK.PINGERLHR-GCU.PERN.EDU	?M	7.712	8.089	10.924	10.477	8.247	8.483	8.539	19.069	45.202	45.673	46.898	47.636	50.308	50.157	44.634	32.576	31.488	31.477	33.33	0	0	0	0	0	airuniversity.seecs.edu.pk	PK	South_Asia	pingerlhr-gcu.pern.edu.pk	PK	South_Asia
PK.UET.EDU.N2	TW.SINICA.EDU.N1	?B	335.574	403.06	456.873	330.787	334.09	329.768	348.058	333.635	357.655	370.242	346.746	354.988	459.127	329.142	320.145	283.432	261.734	257.548	317.457	354.478	373.874	422.109	358.138	432.334	pinger.uet.edu.pk	PK	South_Asia	dns.sinica.edu.tw	TW	East_Asia
PK.PINGERKHI-CPSP.PERN.EDU	PK.PINGERLHR-PU.PERN.EDU	?M	23.449	23.723	120.379	23.194	22.722	22.428	22.771	22.747	22.323	22.208	23.684	29.66	23.553	21.614	22.611	22.454	22.02	21.193	22.73	23.042	23.532	22.024	22.475	0	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	pingerlhr-pu.pern.edu.pk	PK	South_Asia
EDU.SLAC.STANFORD.N3	ML.ORNGEMALI.NET.N1	?r	227.523	217.931	236.197	217.745	223.869	222.199	223.453	248.239	263.647	245.806	238.275	250.11	236.774	236.48	236.81	246.459	248.599	244.59	250.848	245.299	249.39	248.789	253.503	250.199	pinger.slac.stanford.edu	EDU	North_America	speedtest.orangemali.net	NET	Africa
PK.NCP.EDU.N3	ET.STMARYCOLLEGE.N3	?B	1130.947	1049.323	1047.48	786.353	1184.467	820.414	925.873	751.04	905.925	902.054	770.025	766.009	683.714	675.49	1028.793	1060.202	904.115	644.495	490.025	405.321	0	0	0	0	pinger-ncp.ncp.edu.pk	PK	South_Asia	www.stmaryuniversitycollege.edu.et	ET	Africa
EDU.SLAC.STANFORD.N3	PK.USTB.EDU.N2	?r	0	0	0	144.567	143.655	146.392	146.283	145.46	144.965	145.087	153.369	153.175	155.524	152.443	152.027	152.63	152.064	151.696	151.338	155.271	155.572	159.63	157.645	0	pinger.slac.stanford.edu	EDU	North_America	pinger.ustb.edu.pk	PK	South_Asia
PK.ISRA.EDU.N2	GM.QANET.N1	?B	248.511	244.971	250.373	248.592	290.192	286.059	239.667	243.415	236.674	205.553	208.694	210.767	207.573	222.438	213.658	232.4	257.353	367.251	267.376	227.647	217.676	216.307	241.452	286.489	pinger.isra.edu.pk	PK	South_Asia	mail.qanet.gm	GM	Africa
PK.COMSATS.EDU.N2	KE.SWIFTKENYA.COM.N1	?B	329	326.714	325.045	323.446	366.939	378.226	340.117	328.364	337.607	340.84	351.052	349.096	328.696	334.026	342.876	325.112	348.879	366.847	359.474	347.238	388.68	357.336	359.811	367.763	pinger.comsats.edu.pk	PK	South_Asia	ns1.swiftkenya.com	COM	Africa
PK.LCWU.EDU.N2	PK.NCP.EDU.N3	?M	7.104	0	9.001	11.276	7.879	7.726	13.695	19.595	45.117	46.959	47.381	46.788	50.409	49.088	45.056	32.48	31.364	32.004	32.419	32.309	30.317	30.85	30.864	32.448	pinger.lcwu.edu.pk	PK	South_Asia	pinger-ncp.ncp.edu.pk	PK	South_Asia
BR.UNESP.N1	IT.ICTP.N1	?M	261.122	266.821	259.839	252.354	252.752	252.14	252.2	250.666	249.478	250.385	250.985	258.526	257.064	260.262	258.203	262.949	298.709	282.368	273.038	276.464	0	275.904	273.807	276.733	pinger.unesp.br	BR	Latin_America	pinger.ictp.it	IT	Europe
GOV.DOE.N8	CH.CERN.N1	?B	107.158	130.888	128.996	134.731	115.817	129.126	144.552	145.484	139.09	142.19	143.235	143.82	146.599	119.395	110.872	119.353	111.228	110.905	115.773	137.564	124.661	120.607	122.386	112.873	pinger.ascr.doe.gov	GOV	North_America	ping.cern.ch	CH	Europe
PK.PERNFSBDPOP.EDU.N1	PK.AIOU.EDU.N2	?M	0	12.721	44.178	45.532	0	0	0	44.336	44.939	46.375	46.478	46.474	48.237	46.48	47.603	46.491	45.438	46.425	46.982	49.023	47.276	46.858	48.953	52.04	pingerfsbd.pern.edu.pk	PK	South_Asia	pinger.aiou.edu.pk	PK	South_Asia
PK.BUITMS.SEECS.EDU	BY.MTEC.N1	?B	0	0	185.982	197.682	225.714	231.216	214.311	207.997	203.916	211.395	205.932	197.625	203.989	220.219	210.518	213.809	211.489	221.421	218.282	209.001	196.774	179.951	184.718	179.421	buitms.seecs.edu.pk	PK	South_Asia	www.mtec.by	BY	Europe
BR.UNESP.N1	AR.INNOVA-RED.NET.N1	?B	0	0	0	0	101.454	103.403	139.18	81.233	78.566	97.499	108.11	99.195	92.18	87.332	76.63	77.702	309.656	117.95	153.129	113.254	0	79.304	89.092	98.204	pinger.unesp.br	BR	Latin_America	www.innova-red.net	NET	Latin_America
PK.PERNLHRPOP.EDU.N1	GM.QANET.N1	?B	266.82	265.33	269.418	268.183	313.95	311.117	260.371	271.945	262.304	235.557	236.766	240.363	227.338	254.244	259.181	274.863	288.551	278.2	251.672	254.015	226.232	232.056	226.873	251.459	pingerlhr.pern.edu.pk	PK	South_Asia	mail.qanet.gm	GM	Africa
JP.RIKEN.N3	JP.OSAKA-U.AC.N1	?r	17.083	16.857	16.793	16.776	16.96	16.97	16.47	16.2	16.226	16.3	16.258	16.277	16.272	16.592	16.559	16.586	16.56	16.838	16.978	22.048	21.958	22.127	22.145	22.186	ping.riken.jp	JP	East_Asia	ns.osaka-u.ac.jp	JP	East_Asia
PK.LCWU.EDU.N2	LK.LEARN.AC.N1	?B	300.117	0	273.777	214.958	197.264	326.944	294.756	318.009	312.867	331.682	293.049	247.179	226.634	266.771	263.646	199.178	220.056	325.922	321.563	214.552	204.169	240.267	237.808	230.731	pinger.lcwu.edu.pk	PK	South_Asia	namunu.learn.ac.lk	LK	South_Asia
PK.CEMB.EDU.N2	BO.UMSS.EDU.N1	?M	377.945	389.334	389.768	393.374	437.76	480.785	441.505	399.305	407.85	455.015	408.316	389.712	373.258	378.276	416.299	419.27	404.554	391.003	390.069	366.052	358.593	400.21	406.661	442.605	pinger.cemb.edu.pk	PK	South_Asia	www.umss.edu.bo	BO	Latin_America
HK.CSE.UST.N1	PH.USEP.EDU.N1	?B	60.085	54.94	60.469	85.668	87.996	273.458	175.211	110.641	99.728	99.56	789.918	119.681	116.575	147.758	472.349	112.024	188.302	316.299	123.662	112.919	146.128	142.511	0	0	pinger.cse.ust.hk	HK	East_Asia	www.usep.edu.ph	PH	S.E._Asia
PK.PINGER.IBA-SUK.EDU	LK.LEARN.AC.N1	?B	0	370.26	258.004	235.621	207.333	365.422	343.183	353	295.221	261.788	252.238	254.055	245.095	280.058	293.622	260.602	319.377	380.706	437.702	324.112	0	357.112	257.344	251.001	pinger.iba-suk.edu.pk	PK	South_Asia	namunu.learn.ac.lk	LK	South_Asia
PK.PERNLHRPOP.EDU.N1	IT.ICTP.N1	?M	166.314	167.476	169.272	181.084	225.481	216.392	176.4	177.947	176.825	172.17	176.188	176.693	167.635	166.364	171.396	178.058	172.355	175.716	175.772	161.876	172.901	169.823	158.555	154.243	pingerlhr.pern.edu.pk	PK	South_Asia	pinger.ictp.it	IT	Europe
PK.NUKHIMAIN.SEECS.EDU	KE.SWIFTKENYA.COM.N1	?B	0	317.45	292.559	283.555	315.225	345.6	297.011	301.192	314.505	312.242	336.351	319.585	301.569	314.97	316.609	296.487	321.511	332.916	0	317.75	326.414	402.531	332.352	351.242	nukhimain.seecs.edu.pk	PK	South_Asia	ns1.swiftkenya.com	COM	Africa
PK.PERNSINDHUPOP.EDU.N2	CR.CUC.AC.N1	?B	326.651	312.562	330.106	330.861	352.548	345.678	328.044	320.035	298.316	322.326	303.675	311.456	340.839	371.298	323.342	358.522	356.807	333.402	313.461	311.315	313.327	346.335	343.815	389.792	pingerjms.pern.edu.pk	PK	South_Asia	www.cuc.ac.cr	CR	Latin_America
DE.DESY.N1	BY.MTEC.N1	?B	62.458	66.156	67.725	58.414	44.546	36.019	41.841	58.643	53.115	62.839	62.139	58.351	65.971	56.05	35.876	66.336	64.91	82.766	82.201	93.931	98.06	82.173	88.886	87.688	ping.desy.de	DE	Europe	www.mtec.by	BY	Europe
PK.PERNKHIPOP.EDU.N2	SN.COLLEGE.EDU.N1	?B	189.377	194.647	189.876	199.447	210.132	229.44	192.058	200.61	193.181	184.373	188.983	187.675	192.348	215.063	214.722	201.815	213.619	209.366	205.543	211.886	212.241	231.446	278.012	195.65	pingerkhi.pern.edu.pk	PK	South_Asia	www.college.edu.sn	SN	Africa
PK.KOHAT.EDU.N2	AU.AARNET.ADELAIDE.N1	?B	497.985	495.459	495.705	491.665	492.022	480.385	480.283	502.878	517.468	493.415	501.013	498.173	0	501.046	482.033	492.082	498.168	488.408	492.292	499.892	538.176	545.457	544.266	545.811	pinger.kohat.edu.pk	PK	South_Asia	adl-a-ext1.aarnet.net.au	AU	Oceania
PK.AUP.SEECS.EDU	IT.INFN.N6	?B	185.485	179.83	186.384	197.582	219.993	228.706	172.083	180.86	173.551	169.013	173.713	316.061	179.867	188.873	185.34	194.608	180.257	184.498	166.889	160.578	165.874	177.97	166.995	193.211	aup.seecs.edu.pk	PK	South_Asia	dsna1.na.infn.it	IT	Europe
GOV.FNAL.N10	DE.UNI-MAINZ.N2	?r	111.7	109.484	109.903	110.186	109.576	115.904	109.486	109.065	109.118	108.726	109.734	109.099	108.856	108.269	108.236	108.188	108.466	111.09	111.777	113.713	108.866	113.542	115.457	114.318	hepnrc.hep.net	NET	North_America	www.kph.uni-mainz.de	DE	Europe
PK.NCP.EDU.N3	PK.NU.EDU.N2	?M	7.071	7.634	9.9	10.089	7.438	8.091	13.36	19.446	44.619	45.833	46.136	46.096	49.205	48.154	44.883	32.279	31.243	31.999	31.91	32.146	29.999	31.076	30.717	31.62	pinger-ncp.ncp.edu.pk	PK	South_Asia	pinger.lhr.nu.edu.pk	PK	South_Asia
PK.AIRUNIVERSITY.EDU.N2	MZ.UEM.N1	?B	319.576	331.256	323.842	391.025	431.494	450.731	389.293	377.625	410.862	433.246	418.404	426.991	510.762	532.494	580.856	548.522	422.336	412.899	525.327	0	401.962	424.902	447.917	399.097	airuniversity.seecs.edu.pk	PK	South_Asia	www.uem.mz	MZ	Africa
CA.CARLETON.N2	EDU.SDSC.N1	?M	97.543	98.364	120.883	98.25	97.846	97.958	98.016	97.725	98.276	97.446	97.436	97.587	97.495	97.399	97.322	99.579	98.11	95.194	91.668	91.547	91.536	93.268	91.404	91.653	netmon.physics.carleton.ca	CA	North_America	multivac.sdsc.edu	EDU	North_America
PK.USINDH.EDU.N2	IT.INFN.N6	?B	164.189	157.132	166.128	184.296	204.644	201.563	157.157	158.61	147.441	147.465	151.541	303.804	158.784	167.634	161.513	166.014	155.631	160.494	151.088	137.294	148.152	153.779	141.504	175.403	pinger.usindh.edu.pk	PK	South_Asia	dsna1.na.infn.it	IT	Europe
TW.NCHC.ORG.N2	CN.USTC.LCG.PS.EDU.N1	?B	220.783	207.495	210.596	0	0	153.786	0	0	0	117.581	125.14	120.279	122.149	124.798	126.592	129.879	130.82	125.592	134.432	122.09	128.827	139.977	157.012	213.391	pinger.nchc.org.tw	TW	East_Asia	ps.lcg.ustc.edu.cn	CN	East_Asia
PK.PERNLHRPOP.EDU.N1	KE.SWIFTKENYA.COM.N1	?B	319.766	320.578	317.069	317.442	348.291	378.722	331.325	324.434	323.616	332.831	349.918	348.682	319.376	320.776	356.758	320.729	328.588	322.793	340.579	376.723	371.984	343.05	341.901	333.804	pingerlhr.pern.edu.pk	PK	South_Asia	ns1.swiftkenya.com	COM	Africa
IN.CDACMUMBAI.N1	CA.TRIUMF.N1	?M	275.643	283.682	282.515	276.487	278.549	279.059	277.288	0	280.676	278.43	274.284	275.653	284.491	278.224	278.122	280.22	277.361	276.386	275.607	276.788	277.203	278.942	294.954	293.83	pinger.cdacmumbai.in	IN	South_Asia	sitka.triumf.ca	CA	North_America
PK.PINGERKHI-UOK.PERN.EDU	AU.AARNET.ADELAIDE.N1	?B	368.361	402.953	365.096	288.738	294.086	370.464	370.333	348.81	334.844	338.876	345.292	468.228	463.485	436.426	454.429	357.788	397.418	461.868	463.558	459.721	464.059	474.216	462.078	457.799	pingerkhi-uok.pern.edu.pk	PK	South_Asia	adl-a-ext1.aarnet.net.au	AU	Oceania
PK.UETTAXILA.EDU.N1	ET.STMARYCOLLEGE.N3	?B	1030.139	1151.773	1097.023	706.236	0	922.663	930.434	738.27	1096.161	838.346	737.609	751.38	1045.809	593.79	926.551	1081.009	713.23	729.067	446.785	428.612	0	0	0	0	pinger.uettaxila.edu.pk	PK	South_Asia	www.stmaryuniversitycollege.edu.et	ET	Africa
PK.SEECS.EDU.N6	PK.AIRUNIVERSITY.EDU.N2	?M	4.539	4.868	5.088	5.195	5.119	5.117	4.353	3.641	3.568	3.484	3.452	3.307	4.947	3.187	3.045	24.258	26.822	26.603	30.118	0	3.377	0	0	0	maggie1.seecs.edu.pk	PK	South_Asia	airuniversity.seecs.edu.pk	PK	South_Asia
PK.COMSATS.EDU.N2	CA.CARLETON.N1	?B	252.41	254.453	253.061	253.526	273.242	273.111	257.543	268.218	261.483	265.567	259.663	259.128	254.118	252.61	254.06	253.469	253.906	254.927	259.872	254.52	256.923	258.074	253.669	252.121	pinger.comsats.edu.pk	PK	South_Asia	ftp.physics.carleton.ca	CA	North_America
